libraryName,collectionName,collectionNameHe,rangeStart,rangeEnd,svgCode,description,descriptionHe,floor,shelfLabel,shelfLabelHe,notes,notesHe
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.852,296.868,kb1_19_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,19 B,19 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.868,296.883,kb1_20_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,20 A,20 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.883,296.887,kb1_20_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,20 B,20 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.887,296.932,kb1_21_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,21 A,21 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.932,296.93476(47),kb1_21_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,21 B,21 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.93476(47),296.961,kb1_22_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,22 A,22 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.961,296.991,kb1_22_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,22 B,22 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.405,892.405,kb1_23_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,23 A,23 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.405,892.405,kb1_23_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,23 B,23 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.405,892.405,kb1_24_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,24 A,24 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.408,892.409,kb1_24_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,24 B,24 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.409,892.413,kb1_25_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,25 A,25 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.413,892.413,kb1_25_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,25 B,25 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.413,892.43,kb1_26_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,26 A,26 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.43,892.43,kb1_26_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,26 B,26 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.43,892.48,kb1_27_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,27 A,27 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",892.48,892.4892,kb1_27_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,27 B,27 ב',,
Sourasky Central Library,CY Yiddish Collection. 2nd floor,"CY אוסף מרגוליס, ספרות יידיש. קומה ב'",296.012,892.493,kb1_28_b,CY Yiddish Collection. 2nd floor,"CY אוסף מרגוליס, ספרות יידיש. קומה ב'",2,28 B,28 ב',,
Sourasky Central Library,CY Yiddish Collection. 2nd floor,"CY אוסף מרגוליס, ספרות יידיש. קומה ב'",892.439,892.498,cy_29_a,CY Yiddish Collection. 2nd floor,"CY אוסף מרגוליס, ספרות יידיש. קומה ב'",2,29 A,29 א',,
Sourasky Central Library,CY Yiddish Collection. 2nd floor,"CY אוסף מרגוליס, ספרות יידיש. קומה ב'",892.498,892.499,cy_29_b,CY Yiddish Collection. 2nd floor,"CY אוסף מרגוליס, ספרות יידיש. קומה ב'",2,29 B,29 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",922.96,922.967,cy_29_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,29 B,29 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",922.967,922.968,kb1_30_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,30 A,30 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",922.968,922.999,kb1_30_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,30 B,30 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933,933.01,kb1_30_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,30 B,30 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933.01,933.05,kb1_31_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,31 A,31 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933.05,933.12,kb1_31_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,31 B,31 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933.12,933.47,kb1_32_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,32 A,32 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933.47,933.5(42),kb1_32_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,32 B,32 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933.5(42),933.5(45),kb1_33_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,33 A,33 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933.5(45),933.5(62),kb1_33_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,33 B,33 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933.5(62),933.622,kb1_34_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,34 A,34 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",933.622,933.999,kb1_34_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,34 B,34 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",E00,E05,kb1_34_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,34 B,34 ב',"E, Israel","E, ארץ ישראל"
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",E05,E114.5,kb1_35_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,35 A,35 א',"E, Israel","E, ארץ ישראל"
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",E114.5,E152,kb1_35_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,35 B,35 ב',"E, Israel","E, ארץ ישראל"
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",E152,E982.2,kb1_36_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,36 A,36 א',"E, Israel","E, ארץ ישראל"
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",E982.2,E990.12,kb1_36_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,36 B,36 ב',"E, Israel","E, ארץ ישראל"
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",E990.12,E990.44,kb1_37_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,37 A,37 א',"E, Israel","E, ארץ ישראל"
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",400,405,kb2_37_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,37 B,37 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",405,405,kb2_38_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,38 A,38 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",405,405,kb2_38_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,38 B,38 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",405,405,kb2_39_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,39 A,39 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",405,405,kb2_39_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,39 B,39 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",405,405,kb2_40_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,40 A,40 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",405,405,kb2_40_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,40 B,40 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",405,410.9(44),kb2_41_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,41 A,41 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",410.9(44),421,kb2_41_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,41 B,41 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",421.1,433.2,kb2_42_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,42 A,42 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",433.2,447.01,kb2_42_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,42 B,42 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",447.01,469.999,kb2_43_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,43 A,43 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",477.03,477.03,kb2_43_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,43 A,43 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",479,479.999,kb2_43_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,43 A,43 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",489,491.1,kb2_43_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,43 A,43 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",491.1,492.19,kb2_43_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,43 B,43 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",492.19,492.415,kb2_44_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,44 A,44 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",492.415,492.699,kb2_44_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,44 B,44 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",492.8,492.8137,kb2_44_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,44 B,44 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",492.818,499.995,kb2_45_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,45 A,45 א',,
Sourasky Central Library,CK Science collection. 2nd floor,CK אוסף מדעים. קומה ב',570,572,ck_45_b,CK Science collection. 2nd floor,CK אוסף מדעים. קומה ב',2,45 B,45 ב',,
Sourasky Central Library,CK Science collection. 2nd floor,CK אוסף מדעים. קומה ב',572,573,ck_46_a,CK Science collection. 2nd floor,CK אוסף מדעים. קומה ב',2,46 A,46 א',,
Sourasky Central Library,CK Science collection. 2nd floor,CK אוסף מדעים. קומה ב',573,573,ck_46_b,CK Science collection. 2nd floor,CK אוסף מדעים. קומה ב',2,46 B,46 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",800,801.9,kb2_46_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,46 B,46 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",801.9,808.83,kb2_47_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,47 A,47 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",808.83,809.3,kb2_47_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,47 B,47 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",809.3,810.904,kb2_48_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,48 A,48 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",810.904,813.4,kb2_48_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,48 B,48 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",813.4,813.54,kb2_49_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,49 A,49 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",813.54,818.3,kb2_49_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,49 B,49 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",818.3,818.6,kb2_50_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,50 A,50 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",820.2,821.093,kb2_50_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,50 B,50 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",821.093,822.33,kb2_51_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,51 A,51 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",822.33,822.912,kb2_51_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,51 B,51 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",822.912,823.91,kb2_52_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,52 A,52 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",823.91,826.8,kb2_52_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,52 B,52 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",826.8,828.6,kb2_53_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,53 A,53 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",828.6,828.8,kb2_53_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,53 B,53 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",828.8,828.912,kb2_54_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,54 A,54 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",828.912,830.903,kb2_54_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,54 B,54 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",830.903,833.913,kb2_55_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,55 A,55 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",833.912,838.912,kb2_55_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,55 B,55 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",838.912,839.82372,kb2_56_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,56 A,56 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",839.82372,841.4,kb2_56_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,56 B,56 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",841.4,842.8,kb2_57_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,57 A,57 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",842.8,843.8,kb2_57_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,57 B,57 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",843.8,843.914,kb2_58_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,58 A,58 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",843.914,848.3,kb2_58_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,58 B,58 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",848.3,848.7,kb2_59_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,59 A,59 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",848.7,848.8,kb2_59_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,59 B,59 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",848.8,848.912,kb2_60_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,60 A,60 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",848.912,853.3,kb2_60_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,60 B,60 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",853.3,862.3,kb2_61_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,61 A,61 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",862.3082,869.999,kb2_61_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,61 B,61 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",879,879.9,kb2_61_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,61 B,61 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",879.9,879.999,kb2_62_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,62 A,62 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",889,891.71082,kb2_62_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,62 A,62 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",891.7109,891.73409,kb2_62_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,62 B,62 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",891.7342,871.783,kb2_63_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,63 A,63 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",891.783,892.3,kb2_63_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,63 B,63 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",892.5,892.699,kb2_63_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,63 B,63 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",892.8,894.351,kb2_63_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,63 B,63 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",894.351,899.9609,kb2_64_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,64 A,64 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",039.924,039.924,kb2_65_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,65 A,65 א',The Hebrew Encyclopedia,האנציקלופדיה העברית
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",913,913(32),kb2_65_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,65 B,65 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",913(32),913(37),kb2_66_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,66 A,66 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",913(37),913(39),kb2_66_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,66 B,66 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",913(39),913.019,kb2_67_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,67 A,67 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",913.019,913.05,kb2_67_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,67 B,67 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",913.019,913.05,kb2_68_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,68 A,68 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",913.05,913.999,kb2_68_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,68 B,68 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",700,701,kb2_68_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,68 B,68 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",701,704.9482,kb2_69_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,69 A,69 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",704.9482,705,kb2_69_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,69 B,69 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",705,705,kb2_70_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,70 A,70 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",705,705,kb2_70_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,70 B,70 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",705,709(4),kb2_71_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,71 A,71 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",709(4),709(45),kb2_71_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,71 B,71 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",709(45),709(52),kb2_72_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,72 A,72 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",709(52),709(73),kb2_72_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,72 B,72 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",709(73),709.04,kb2_73_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,73 A,73 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",709.04,720(42),kb2_73_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,73 B,73 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",720(42),723,kb2_74_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,74 A,74 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",723,729.7(45),kb2_74_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,74 B,74 ב',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",729.(4521),737.4(437),kb2_75_a,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,75 A,75 א',,
Sourasky Central Library,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",737.4(437),745(52),kb2_75_b,Reading room 2 B - 2nd floor,"אולם קריאה ב'2, קומה שניה",2,75 B,75 ב',,
