libraryName,collectionName,collectionNameHe,rangeStart,rangeEnd,svgCode,description,descriptionHe,floor,shelfLabel,shelfLabelHe,notes,notesHe
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",305,305,ka1_67_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,67 B,67 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",305,309.1(485),ka1_68_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,68 A,68 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",309.1(485),302(5694),ka1_68_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,68 B,68 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",320(5694),320.1,ka1_69_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,69 A,69 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",320.1,320.158,ka1_69_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,69 B,69 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",30.158,321.2(6264),ka1_70_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,70 A,70 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",321.2(669),323.2,ka1_70_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,70 B,70 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",323.2,323.67(6761),ka1_71_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,71 A,71 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",323.67(73),325.3(73),ka1_71_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,71 B,71 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",325.3(73),327(47)(56),ka1_72_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,72 A,72 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",327(47)(56),327(73)(47),ka1_72_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,72 B,72 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",327(73)(47),328.069(5694),ka1_73_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,73 A,73 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",328.069(73),329.9(5694),ka1_73_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,73 B,73 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",329.9(5694),330.1,ka1_74_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,74 A,74 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",330.1,330.9,ka1_74_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,74 B,74 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",330.9,331.026(5491),ka1_75_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,75 A,75 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",331.026(56),331.8806(42),ka1_75_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,75 B,75 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",331.8809(42),332.11(73),ka1_76_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,76 A,76 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",332.11(8),335(62),ka1_76_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,76 B,76 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",335(62),335.41,ka2_77_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,77 A,77 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",335.41,335.43(1717),ka2_77_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,77 B,77 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",335.43(1717),335.9(5694),ka2_78_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,78 A,78 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",335.9(5694),338.2782(538),ka2_78_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,78 B,78 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",338.2782(538),338.74(54),ka2_79_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,79 A,79 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",338.74(54),338.9(561),ka2_79_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,79 B,79 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",338.9(561),340.1,ka2_80_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,80 A,80 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",340.1,341.67(47),ka2_80_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,80 B,80 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",341.67(48),347.65,ka2_81_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,81 A,81 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",347.65(42),349(38),ka2_81_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,81 B,81 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",349(38),354(94),ka2_82_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,82 A,82 א',,
Sourasky Central Library,CS Simchoni Collection. 1st floor,CS אוסף שמחוני. קומה א',355,355.0217,cs_82_b,CS Simchoni Collection. 1st floor,CS אוסף שמחוני. קומה א',1,82 B,82 ב',,
Sourasky Central Library,CS Simchoni Collection. 1st floor,CS אוסף שמחוני. קומה א',355.0217,355.1(6),cs_83_a,CS Simchoni Collection. 1st floor,CS אוסף שמחוני. קומה א',1,83 A,83 א',,
Sourasky Central Library,CS Simchoni Collection. 1st floor,CS אוסף שמחוני. קומה א',355.1(73),355.43,cs_83_b,CS Simchoni Collection. 1st floor,CS אוסף שמחוני. קומה א',1,83 B,83 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",355.43,359.98(5694),cs_84_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,84 A,84 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",360,370(47),ka2_84_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,84 B,84 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",370(47),377.09(5694),ka2_85_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,85 A,85 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",377.1(73),382.1(54)(47),ka2_85_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,85 B,85 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",382.1(56)(5694),391(51),ka2_86_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,86 A,86 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",391(51),396(51),ka2_86_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,86 B,86 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",396(51),396.09(42),ka2_87_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,87 A,87 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",396.09(42),398(68),ka2_87_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,87 B,87 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",398(72),399.03,ka2_88_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,88 A,88 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",100,105,ka2_88_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,88 B,88 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",105,105,ka2_89_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,89 A,89 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",105,105,ka2_89_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,89 B,89 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",105,111.85,ka2_90_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,90 A,90 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",111.85,128,ka2_90_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,90 B,90 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",128,149.94,ka2_91_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,91 A,91 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",150,155.418(73),ka2_91_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,91 B,91 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",155.422,172.4,ka2_92_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,92 A,92 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",172.4,182,ka2_92_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,92 B,92 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",182,185,ka2_93_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,93 A,93 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",185,189.4,ka2_93_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,93 B,93 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",189.4,192,ka2_94_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,94 A,94 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",192,193,ka2_94_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,94 B,94 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",193,193,ka2_95_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,95 A,95 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",193,194,ka2_95_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,95 B,95 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",194,199(492),ka2_96_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,96 A,96 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",199(492),199.999,ka2_96_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,96 B,96 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",500,505,ka2_96_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,96 B,96 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",505,509,ka2_98_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,98 A,98 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",509,509(54),ka2_98_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,98 B,98 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",509(56),510.72,ka2_99_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,99 A,99 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",510.9,519.509,ka2_99_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,99 B,99 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",519.509(42),521,ka2_100_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,100 A,100 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",521,530.09,ka2_100_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,100 B,100 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",530.09,531,ka2_101_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,101 A,101 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",531.01,551.21(91),ka2_101_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,101 B,101 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",551.22,574.191,ka2_102_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,102 A,102 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",574.192,576.6,ka2_102_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,102 B,102 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",578,605,ka2_103_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,103 A,103 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",605,610.9(43),ka2_103_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,103 B,103 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",610.9(43),614.09(43),ka2_104_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,104 A,104 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",614.09(44),616.8982,ka2_104_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,104 B,104 ב',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",616.8982,636.089,ka2_105_a,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,105 A,105 א',,
Sourasky Central Library,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",636.089,696(73),ka2_105_b,Reading room 1 B - 1st floor,"אולם קריאה א'2, קומה ראשונה",1,105 B,105 ב',,
Sourasky Central Library,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",010,184,cl1_106_a,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",1,106 A,106 א',,
Sourasky Central Library,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",185,195,cl1_106_b,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",1,106 B,106 ב',,
Sourasky Central Library,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",198.9,396(44),cl1_107_a,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",1,107 A,107 א',,
Sourasky Central Library,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",396(5694),938,cl1_107_b,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",1,107 B,107 ב',,
Sourasky Central Library,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",938,985.063,cl1_108_a,"CL1 Limited Loan. Reading room 1B – 1 st. floor (106,107,108)","CL1 השאלה מוגבלת - קומה א'2 (ארונות 106,107,108)",1,108 A,108 א',,
Sourasky Central Library,CB1 Reference Books. Reading room 1B – 1 st. floor (108),CB1   ספרי יעץ - קומה א'2 ארון 108,000,999,cb1_108_b,CB1 Reference Books. Reading room 1B – 1 st. floor (108),CB1   ספרי יעץ - קומה א'2 ארון 108,1,108 B,108 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",200,205,kb1_1_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,1 B,1 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",205,213,kb1_2_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,2 A,2 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",213,219.9,kb1_2_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,2 B,2 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",225,228.9,kb1_2_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,2 B,2 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",230,232.1,kb1_2_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,2 B,2 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",232.1,264.1,kb1_3_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,3 A,3 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",264.1,270.6,kb1_3_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,3 B,3 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",270.6,281.1,kb1_4_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,4 A,4 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",281.1,281.1,kb1_4_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,4 B,4 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",281.7,291,kb1_5_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,5 A,5 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",291,291.9,kb1_5_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,5 B,5 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",293,294.3823,kb1_5_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,5 B,5 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",294.3823,295.9,kb1_6_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,6 A,6 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",298,299.996,kb1_6_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,6 A,6 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",220,221,kb1_6_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,6 B,6 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",221.1,221.33,kb1_7_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,7 A,7 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",221.33,221.817,kb1_7_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,7 B,7 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",221.817,222.15,kb1_8_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,8 A,8 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",222.15,222.78,kb1_8_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,8 B,8 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",222.78,223.9215,kb1_9_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,9 A,9 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",223.924,229.9136,kb1_9_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,9 B,9 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",229.9136,296.05,kb1_10_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,10 A,10 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.05,296.05,kb1_10_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,10 B,10 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.05,296.081,kb1_11_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,11 A,11 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.081,296.088,kb1_11_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,11 B,11 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.088,296.088,kb1_12_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,12 A,12 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.088,296.088,kb1_12_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,12 B,12 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.088,296.1333,kb1_13_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,13 A,13 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.1333,296.19,kb1_13_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,13 B,13 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.19,296.31532,kb1_14_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,14 A,14 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.31532,296.451,kb1_14_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,14 B,14 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.451,296.54,kb1_15_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,15 A,15 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.54,296.571,kb1_15_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,15 B,15 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.571,296.582,kb1_16_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,16 A,16 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.582,296.622,kb1_16_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,16 B,16 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.623,296.6507,kb1_17_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,17 A,17 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.803,296.81,kb1_17_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,17 B,17 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.6507,296.672,kb1_18_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,18 A,18 א',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.672,296.803,kb1_18_b,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,18 B,18 ב',,
Sourasky Central Library,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",296.81,296.852,kb1_19_a,Reading room 2 A - 2nd floor,"אולם קריאה ב'1, קומה שניה",2,19 A,19 א',,
